ID_WaterChem_Entries,Source,Program,field_method,event,Location_Number,Location_Name,Sample_Date,Sample_Time,Parameter,Prefix,Result,Result_Unit,Detection_Flag,Detection_Limit,Result_ID,Result_Properties,Result_Method,FieldProbe,Percent_Ice_Cover,Flow_Condition,Site_Field_Notes,Weather,IWMP_Sampling_Run,Sampled_By,Sample_Session_Notes,Lab_WorkOrder_Number,Entered_Who,Entered_When,Source_Parameter,Source_Result,Source_Result_Unit,Outside_Range,current_low_range,current_high_range,DB_admin_Notes,Omit_Listing,Temp_Source_Result_Text_Format,REMOVE_Source_Result,general_notes,SSMA_TimeStamp
1153934,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,5/29/2019,11:39:00 AM,Sodium_Na,,168,mg/L,Y,0.05,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",JVQ258-06,14572,10/16/2019,Sodium (Na),168000,ug/L,-1,20.1,165,,FALSE,,0,,
1153914,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,5/29/2019,11:39:00 AM,Total_Dissolved_Solids_TDS,,800,mg/L,Y,10,,,SM 23 2540C m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",JVQ258-03,14572,10/16/2019,Total Dissolved Solids,800,mg/L,0,262,906,,FALSE,,0,,
1154878,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2019,11:49:00 AM,Ammonia_N,,0.1,mg/L,Y,0.01,,,EAP GS I-2522-90 m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KCR671-07,14572,10/16/2019,Total Ammonia-N,0.1,mg/L,0,0.006,0.3,,FALSE,,0,,
1154875,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2019,11:49:00 AM,Calcium_Ca,,57.7,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KCR671-05,14572,10/16/2019,Calcium (Ca),57700,ug/L,0,43.3,97,,FALSE,,0,,
1154834,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2019,11:49:00 AM,Chloride_Cl,,170,mg/L,Y,2,,,SM 4500-Cl E m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KCR671-02,14572,10/16/2019,Dissolved Chloride (Cl),170,mg/L,0,27.4,245,,FALSE,,0,,
1154846,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2019,11:49:00 AM,Magnesium_Mg,,14.2,mg/L,Y,0.005,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KCR671-05,14572,10/16/2019,Magnesium (Mg),14200,ug/L,0,12,26.2,,FALSE,,0,,
1154829,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2019,11:49:00 AM,NO2_N,,0.043,mg/L,Y,0.01,,,SM 23 4500-NO3I/NO2B,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KCR671-02,14572,10/16/2019,Nitrite (N),0.043,mg/L,0,0.005,0.073,,FALSE,,0,,
1154836,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2019,11:49:00 AM,NO3_N,,9.45,mg/L,Y,0.1,,,SM 23 4500-NO3I/NO2B,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KCR671-02,14572,10/16/2019,Nitrate (N),9.45,mg/L,-1,0.2,3.3,,FALSE,,0,,
1154831,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2019,11:49:00 AM,pH_Lab,,8.24,pH Units,Y,,,,SM 4500H+ B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KCR671-02,14572,10/16/2019,pH,8.24,pH,0,7.95,8.47,,FALSE,,0,,
1154851,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2019,11:49:00 AM,Potassium_K,,11.3,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KCR671-05,14572,10/16/2019,Potassium (K),11300,ug/L,-1,1.45,6.83,,FALSE,,0,,
1154855,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2019,11:49:00 AM,Sodium_Na,,120,mg/L,Y,0.05,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KCR671-05,14572,10/16/2019,Sodium (Na),120000,ug/L,0,20.1,165,,FALSE,,0,,
1154837,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2019,11:49:00 AM,Total_Dissolved_Solids_TDS,,585,mg/L,Y,10,,,SM 23 2540C m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KCR671-03,14572,10/16/2019,Total Dissolved Solids,585,mg/L,0,262,906,,FALSE,,0,,
1156660,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/31/2019,11:30:00 AM,Ammonia_N,,0.05,mg/L,Y,0.01,,,USGS I-2522-90 m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KKG476-07,14572,10/16/2019,Total Ammonia-N,0.05,mg/L,0,0.006,0.3,,FALSE,,0,,
1156657,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/31/2019,11:30:00 AM,Calcium_Ca,,71.2,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KKG476-05,14572,10/16/2019,Calcium (Ca),71200,ug/L,0,43.3,97,,FALSE,,0,,
1156616,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/31/2019,11:30:00 AM,Chloride_Cl,,240,mg/L,Y,3,,,SM 4500-Cl E m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KKG476-02,14572,10/16/2019,Dissolved Chloride (Cl),240,mg/L,0,27.4,245,,FALSE,,0,,
1156628,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/31/2019,11:30:00 AM,Magnesium_Mg,,14.9,mg/L,Y,0.005,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KKG476-05,14572,10/16/2019,Magnesium (Mg),14900,ug/L,0,12,26.2,,FALSE,,0,,
1156611,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/31/2019,11:30:00 AM,NO2_N,,0.04,mg/L,Y,0.01,,,SM 23 4500-NO3I/NO2B,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KKG476-02,14572,10/16/2019,Nitrite (N),0.04,mg/L,0,0.005,0.073,,FALSE,,0,,
1156618,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/31/2019,11:30:00 AM,NO3_N,,25.9,mg/L,Y,0.5,,,SM 23 4500-NO3I/NO2B,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KKG476-02,14572,10/16/2019,Nitrate (N),25.9,mg/L,-1,0.2,3.3,,FALSE,,0,,
1156613,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/31/2019,11:30:00 AM,pH_Lab,,8.2,pH Units,Y,,,,SM 4500H+ B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KKG476-02,14572,10/16/2019,pH,8.2,pH,0,7.95,8.47,,FALSE,,0,,
1156633,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/31/2019,11:30:00 AM,Potassium_K,,32.3,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KKG476-05,14572,10/16/2019,Potassium (K),32300,ug/L,-1,1.45,6.83,,FALSE,,0,,
1156637,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/31/2019,11:30:00 AM,Sodium_Na,,197,mg/L,Y,0.05,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KKG476-05,14572,10/16/2019,Sodium (Na),197000,ug/L,-1,20.1,165,,FALSE,,0,,
1156619,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/31/2019,11:30:00 AM,Total_Dissolved_Solids_TDS,,840,mg/L,Y,10,,,SM 23 2540C m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KKG476-03,14572,10/16/2019,Total Dissolved Solids,840,mg/L,0,262,906,,FALSE,,0,,
1157254,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2019,11:08:00 AM,Ammonia_N,,0.06,mg/L,Y,0.01,,,USGS I-2522-90 m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KQG636-07,14572,10/16/2019,Total Ammonia-N,0.06,mg/L,0,0.006,0.3,,FALSE,,0,,
1157253,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2019,11:08:00 AM,Calcium_Ca,,67.7,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KQG636-06,14572,10/16/2019,Calcium (Ca),67700,ug/L,0,43.3,97,,FALSE,,0,,
1157210,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2019,11:08:00 AM,Chloride_Cl,,270,mg/L,Y,4,,,SM 4500-Cl E m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KQG636-02,14572,10/16/2019,Dissolved Chloride (Cl),270,mg/L,-1,27.4,245,,FALSE,,0,,
1157224,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2019,11:08:00 AM,Magnesium_Mg,,13.5,mg/L,Y,0.005,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KQG636-06,14572,10/16/2019,Magnesium (Mg),13500,ug/L,0,12,26.2,,FALSE,,0,,
1157205,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2019,11:08:00 AM,NO2_N,,0.042,mg/L,Y,0.01,,,SM 23 4500-NO3I/NO2B,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KQG636-02,14572,10/16/2019,Nitrite (N),0.042,mg/L,0,0.005,0.073,,FALSE,,0,,
1157212,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2019,11:08:00 AM,NO3_N,,37,mg/L,Y,0.5,,,SM 23 4500-NO3I/NO2B,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KQG636-02,14572,10/16/2019,Nitrate (N),37,mg/L,-1,0.2,3.3,,FALSE,,0,,
1157207,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2019,11:08:00 AM,pH_Lab,,8,pH Units,Y,,,,SM 4500H+ B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KQG636-02,14572,10/16/2019,pH,8,pH,0,7.95,8.47,,FALSE,,0,,
1157229,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2019,11:08:00 AM,Potassium_K,,30.1,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KQG636-06,14572,10/16/2019,Potassium (K),30100,ug/L,-1,1.45,6.83,,FALSE,,0,,
1157233,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2019,11:08:00 AM,Sodium_Na,,207,mg/L,Y,0.05,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KQG636-06,14572,10/16/2019,Sodium (Na),207000,ug/L,-1,20.1,165,,FALSE,,0,,
1157213,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2019,11:08:00 AM,Total_Dissolved_Solids_TDS,,980,mg/L,Y,10,,,SM 23 2540C m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KQG636-03,14572,10/16/2019,Total Dissolved Solids,980,mg/L,-1,262,906,,FALSE,,0,,
1159036,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2019,11:55:00 AM,Ammonia_N,,0.11,mg/L,Y,0.01,,,USGS I-2522-90 m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KWJ978-07,14572,10/16/2019,Total Ammonia-N,0.11,mg/L,0,0.006,0.3,,FALSE,,0,,
1159033,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2019,11:55:00 AM,Calcium_Ca,,100,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KWJ978-05,14572,10/16/2019,Calcium (Ca),100000,ug/L,-1,43.3,97,,FALSE,,0,,
1158992,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2019,11:55:00 AM,Chloride_Cl,,280,mg/L,Y,4,,,SM 23 4500-Cl E m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KWJ978-02,14572,10/16/2019,Dissolved Chloride (Cl),280,mg/L,-1,27.4,245,,FALSE,,0,,
1159004,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2019,11:55:00 AM,Magnesium_Mg,,15.1,mg/L,Y,0.005,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KWJ978-05,14572,10/16/2019,Magnesium (Mg),15100,ug/L,0,12,26.2,,FALSE,,0,,
1158987,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2019,11:55:00 AM,NO2_N,,0.05,mg/L,Y,0.01,,,SM 23 4500-NO3I/NO2B,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KWJ978-02,14572,10/16/2019,Nitrite (N),0.05,mg/L,0,0.005,0.073,,FALSE,,0,,
1158994,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2019,11:55:00 AM,NO3_N,,63.6,mg/L,Y,0.5,,,SM 23 4500-NO3I/NO2B,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KWJ978-02,14572,10/16/2019,Nitrate (N),63.6,mg/L,-1,0.2,3.3,,FALSE,,0,,
1158989,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2019,11:55:00 AM,pH_Lab,,8.13,pH Units,Y,,,,SM 4500H+ B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KWJ978-02,14572,10/16/2019,pH,8.13,pH,0,7.95,8.47,,FALSE,,0,,
1159009,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2019,11:55:00 AM,Potassium_K,,46.8,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KWJ978-05,14572,10/16/2019,Potassium (K),46800,ug/L,-1,1.45,6.83,,FALSE,,0,,
1159013,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2019,11:55:00 AM,Sodium_Na,,216,mg/L,Y,0.05,,,EPA 6020B m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KWJ978-05,14572,10/16/2019,Sodium (Na),216000,ug/L,-1,20.1,165,,FALSE,,0,,
1158995,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2019,11:55:00 AM,Total_Dissolved_Solids_TDS,,1170,mg/L,Y,10,,,SM 23 2540C m,,,,,,,,"Preservative not added to one metals sample in field; added in lab (501110010). The sample date is September 25, however the results show August 28 du",KWJ978-03,14572,10/16/2019,Total Dissolved Solids,1170,mg/L,-1,262,906,,FALSE,,0,,
1165450,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,10/30/2019,11:55:00 AM,Ammonia_N,,0.09,mg/L,Y,0.01,,,USGS I-2522-90 m,,,,,,,,,LEE187-07,14572,12/11/2019,Total Ammonia-N,0.09,mg/L,0,0.006,0.3,,FALSE,,0,,
1165446,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,10/30/2019,11:55:00 AM,Calcium_Ca,,69.7,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,,LEE187-04,14572,12/11/2019,Calcium (Ca),69700,ug/L,0,43.3,97,,FALSE,,0,,
1165406,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,10/30/2019,11:55:00 AM,Chloride_Cl,,160,mg/L,Y,2,,,SM 23 4500-Cl E m,,,,,,,,,LEE187-02,14572,12/11/2019,Dissolved Chloride (Cl),160,mg/L,0,27.4,245,,FALSE,,0,,
1165417,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,10/30/2019,11:55:00 AM,Magnesium_Mg,,14.1,mg/L,Y,0.005,,,EPA 6020B m,,,,,,,,,LEE187-04,14572,12/11/2019,Magnesium (Mg),14100,ug/L,0,12,26.2,,FALSE,,0,,
1165401,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,10/30/2019,11:55:00 AM,NO2_N,,0.038,mg/L,Y,0.01,,,SM 23 4500-NO3I/NO2B,,,,,,,,,LEE187-02,14572,12/11/2019,Nitrite (N),0.038,mg/L,0,0.005,0.073,,FALSE,,0,,
1165408,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,10/30/2019,11:55:00 AM,NO3_N,,16.9,mg/L,Y,0.1,,,SM 23 4500-NO3I/NO2B,,,,,,,,,LEE187-02,14572,12/11/2019,Nitrate (N),16.9,mg/L,-1,0.2,3.3,,FALSE,,0,,
1165403,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,10/30/2019,11:55:00 AM,pH_Lab,,8.15,pH Units,Y,,,,SM 4500H+ B m,,,,,,,,,LEE187-02,14572,12/11/2019,pH,8.15,pH,0,7.95,8.47,,FALSE,,0,,
1165422,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,10/30/2019,11:55:00 AM,Potassium_K,,17.2,mg/L,Y,0.02,,,EPA 6020B m,,,,,,,,,LEE187-04,14572,12/11/2019,Potassium (K),17200,ug/L,-1,1.45,6.83,,FALSE,,0,,
1165426,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,10/30/2019,11:55:00 AM,Sodium_Na,,130,mg/L,Y,0.05,,,EPA 6020B m,,,,,,,,,LEE187-04,14572,12/11/2019,Sodium (Na),130000,ug/L,0,20.1,165,,FALSE,,0,,
1165409,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,10/30/2019,11:55:00 AM,Total_Dissolved_Solids_TDS,,645,mg/L,Y,10,,,SM 23 2540C m,,,,,,,,,LEE187-03,14572,12/11/2019,Total Dissolved Solids,645,mg/L,0,262,906,,FALSE,,0,,
1166044,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,11/27/2019,12:40:00 PM,Ammonia_N,,0.07,mg/L,Y,0.01,,,USGS I-2522-90 m,,,,,,,,,LKQ283-07,14572,12/11/2019,Total Ammonia-N,0.07,mg/L,0,0.006,0.3,,FALSE,,0,,
1166043,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,11/27/2019,12:40:00 PM,Calcium_Ca,,92.8,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,,LKQ283-06,14572,12/11/2019,Calcium (Ca),92800,ug/L,0,43.3,97,,FALSE,,0,,
1166000,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,11/27/2019,12:40:00 PM,Chloride_Cl,,290,mg/L,Y,4,,,SM 23 4500-Cl E m,,,,,,,,,LKQ283-02,14572,12/11/2019,Dissolved Chloride (Cl),290,mg/L,-1,27.4,245,,FALSE,,0,,
1166014,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,11/27/2019,12:40:00 PM,Magnesium_Mg,,16.2,mg/L,Y,0.025,,,EPA 6020B m,,,,,,,,,LKQ283-06,14572,12/11/2019,Magnesium (Mg),16200,ug/L,0,12,26.2,,FALSE,,0,,
1165995,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,11/27/2019,12:40:00 PM,NO2_N,,0.083,mg/L,Y,0.01,,,SM 23 4500-NO3I/NO2B,,,,,,,,,LKQ283-02,14572,12/11/2019,Nitrite (N),0.083,mg/L,-1,0.005,0.073,,FALSE,,0,,
1166002,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,11/27/2019,12:40:00 PM,NO3_N,,30.8,mg/L,Y,0.5,,,SM 23 4500-NO3I/NO2B,,,,,,,,,LKQ283-02,14572,12/11/2019,Nitrate (N),30.8,mg/L,-1,0.2,3.3,,FALSE,,0,,
1165997,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,11/27/2019,12:40:00 PM,pH_Lab,,8.08,pH Units,Y,,,,SM 4500H+ B m,,,,,,,,,LKQ283-02,14572,12/11/2019,pH,8.08,pH,0,7.95,8.47,,FALSE,,0,,
1166019,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,11/27/2019,12:40:00 PM,Potassium_K,,23.1,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,,LKQ283-06,14572,12/11/2019,Potassium (K),23100,ug/L,-1,1.45,6.83,,FALSE,,0,,
1166023,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,11/27/2019,12:40:00 PM,Sodium_Na,,217,mg/L,Y,0.05,,,EPA 6020B m,,,,,,,,,LKQ283-06,14572,12/11/2019,Sodium (Na),217000,ug/L,-1,20.1,165,,FALSE,,0,,
1166003,Maxxam,IWMP,,,501060002,Levi Creek u/s Derry Rd,11/27/2019,12:40:00 PM,Total_Dissolved_Solids_TDS,,970,mg/L,Y,10,,,SM 23 2540C m,,,,,,,,,LKQ283-03,14572,12/11/2019,Total Dissolved Solids,970,mg/L,-1,262,906,,FALSE,,0,,
1167652,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,1/22/2020,11:31:00 AM,Ammonia_N,,0.28,mg/L,Y,0.01,,,USGS I-2522-90 m,,,,,,,,,LVI602-06,14572,3/23/2020,Total Ammonia-N,0.28,mg/L,0,0.006,0.3,,FALSE,,0,,
1167650,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,1/22/2020,11:31:00 AM,Calcium_Ca,,85,mg/L,Y,0.2,,,EPA 6020B m,,,,,,,,,LVI602-04,14572,3/23/2020,Total Calcium (Ca),85,mg/L,0,43.3,97,,FALSE,,0,,
1167612,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,1/22/2020,11:31:00 AM,Chloride_Cl,,310,mg/L,Y,3,,,SM 23 4500-Cl E m,,,,,,,,,LVI602-02,14572,3/23/2020,Dissolved Chloride (Cl),310,mg/L,-1,27.4,245,,FALSE,,0,,
1167624,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,1/22/2020,11:31:00 AM,Magnesium_Mg,,15,mg/L,Y,0.05,,,EPA 6020B m,,,,,,,,,LVI602-04,14572,3/23/2020,Total Magnesium (Mg),15,mg/L,0,12,26.2,,FALSE,,0,,
1167607,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,1/22/2020,11:31:00 AM,NO2_N,,0.153,mg/L,Y,0.01,,,SM 23 4500-NO3I/NO2B,,,,,,,,,LVI602-02,14572,3/23/2020,Nitrite (N),0.153,mg/L,-1,0.005,0.073,,FALSE,,0,,
1167614,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,1/22/2020,11:31:00 AM,NO3_N,,25,mg/L,Y,0.5,,,SM 23 4500-NO3I/NO2B,,,,,,,,,LVI602-02,14572,3/23/2020,Nitrate (N),25,mg/L,-1,0.2,3.3,,FALSE,,0,,
1167609,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,1/22/2020,11:31:00 AM,pH_Lab,,8.03,pH Units,Y,,,,SM 4500H+ B m,,,,,,,,,LVI602-02,14572,3/23/2020,pH,8.03,pH,0,7.95,8.47,,FALSE,,0,,
1167629,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,1/22/2020,11:31:00 AM,Potassium_K,,18,mg/L,Y,0.2,,,EPA 6020B m,,,,,,,,,LVI602-04,14572,3/23/2020,Total Potassium (K),18,mg/L,-1,1.45,6.83,,FALSE,,0,,
1167633,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,1/22/2020,11:31:00 AM,Sodium_Na,,210,mg/L,Y,0.1,,,EPA 6020B m,,,,,,,,,LVI602-04,14572,3/23/2020,Total Sodium (Na),210,mg/L,-1,20.1,165,,FALSE,,0,,
1167654,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,1/22/2020,11:31:00 AM,Total_Dissolved_Solids_TDS,,1090,mg/L,Y,10,,,SM 23 2540C m,,,,,,,,,LVI602-08,14572,3/23/2020,Total Dissolved Solids,1090,mg/L,-1,262,906,,FALSE,,0,,
1168346,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/19/2020,11:20:00 AM,Ammonia_N,,1.1,mg/L,Y,0.1,,,USGS I-2522-90 m,,,,,,,,,MAV911-07,14572,3/23/2020,Total Ammonia-N,1.1,mg/L,-1,0.006,0.3,,FALSE,,0,,
1168343,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/19/2020,11:20:00 AM,Calcium_Ca,,100,mg/L,Y,0.2,,,EPA 6020B m,,,,,,,,,MAV911-05,14572,3/23/2020,Total Calcium (Ca),100,mg/L,-1,43.3,97,,FALSE,,0,,
1168305,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/19/2020,11:20:00 AM,Chloride_Cl,,1000,mg/L,Y,10,,,SM 23 4500-Cl E m,,,,,,,,,MAV911-02,14572,3/23/2020,Dissolved Chloride (Cl),1000,mg/L,-1,27.4,245,,FALSE,,0,,
