STATION,NAME,DESCRIPTION,LATITUDE,LONGITUDE,STATUS,FIRST_YEAR,LAST_YEAR,TOTAL_YEARS,MISS_YEARS
09000900502,Grindstone Creek Tributary,"At George St. Crossing (G5),",43.33661251,-79.88753473,I,1997,1997,1,0
09000900602,Grindstone Creek Tributary,"At Evans Sideroad (G6),",43.35395051,-79.87792986,I,1997,1997,1,0
09000900702,Grindstone Creek,"At Parkside Drive,",43.34527964,-79.89337711,I,1997,1997,1,0
09000900802,Grindstone Creek Tributary,"Parkside Dr,  Waterdown,",43.34600764,-79.89347048,I,1997,1997,1,0
09000900902,Grindstone Creek,"5Th Conc E,  N. Of Waterdown,",43.35257414,-79.91526798,I,1997,1997,1,0
09000901002,Grindstone Creek,"Centre Ave,  N. Of Waterdown,",43.35195401,-79.92358511,I,1997,1997,1,0
09000901102,Grindstone Creek,"Millgrove Rd,  W. Of Hwy 6, ,S. Of Millgrove",43.33397426,-79.95746011,I,1997,1997,1,0
09000901202,Grindstone Creek Tributary,"Millgrove Rd,  Millgrove,",43.33589389,-79.95807373,I,1997,1997,1,0
09000901302,Grindstone Creek,"Reg Rd 521,  E. Of Brock Rd, ,W. Of Millgrove",43.33027126,-79.99369223,I,1997,1997,1,0
09000901402,Grinsdtone Creek,"At Edgewood Rd. (G14),",43.35391176,-79.99452911,I,1997,1997,1,0
09000901502,Grindstone Creek Tributary,"Safari Rd,  W. Of Harper Corners,",43.36608851,-79.99756436,I,1997,1997,1,0
09000901702,Hickory Brook,"At Walking Bridge (Hb1),",43.28356414,-79.89933586,I,1997,1997,1,0
09000902402,Grindstone Creek,"Unsworth Ave,  Burlington,",43.30128051,-79.86886936,A,2002,2021,20,0
09000910102,Grindstone Creek,"Hidden Valley Rd,  N. Of Hwy 403,Burlington",43.30697039,-79.86835111,I,1997,2001,4,1
09000950102,Grindstone Creek,"Hwy 403,   Burlington,",43.30689951,-79.86689048,I,1987,1987,1,0
10000100102,Turkey Creek,"Highway 18 Bridge,  La Salle,",42.24502501,-83.10113373,I,1964,1984,13,8
10000100202,Turkey Creek,"At Windsor Suburban Road 40,",42.24845114,-83.06792148,I,1975,1996,22,0
10000100302,Turkey Creek,"Morton Dr.,  Sw Of Windsor,",42.24458189,-83.07082048,A,2001,2021,21,0
10000200102,Canard River,"Hwy.18 2 Miles South Of River Canard,",42.16889626,-83.09755323,I,1964,1996,31,2
10000200202,Canard River,"Conc 6, Anderton Twp,  3Km S.Of Lukerville,",42.15905964,-83.01879548,A,1975,2021,43,4
11000100102,Chippawa Canal,"Whirlpool Road,  Niagara Falls,",43.12511939,-79.08128773,I,1972,1995,13,11
11000100202,Chippawa Canal,"Lundy'S Lane,  Niagara Falls,",43.08917901,-79.11536398,I,1972,1973,2,0
11000100302,Welland River,"At Montrose Bridge,",43.04628739,-79.12305298,I,1966,1988,18,5
11000100383,Welland River,"Montrose Rd,  Montrose,",43.04628726,-79.12305311,I,1980,2003,24,0
11000100402,Welland River,"Bridgewater Street,  Chippawa,",43.05975214,-79.05195973,I,1965,1975,11,0
11000100502,Welland River,"River St,  At New Siphon,  Port Robinson,",43.02862239,-79.21112836,A,1965,2021,46,11
11000100602,Welland River,"At New Syphon City Of Welland,",42.99347101,-79.25268961,I,1977,1978,2,0
11000100702,Welland River,"River Rd,  O'Reillys Bridge, ,S. Of Welland Airport",42.97203639,-79.31766686,A,1977,2021,35,10
11000100802,Welland River,"At Sinclairville Bridge,",43.05751801,-79.76848623,I,1979,1995,14,3
11000100902,Welland River,"Lot 25 Conc.7 Former Twp.Of Binbrook,",43.09263064,-79.79895111,I,1979,1995,14,3
11000101002,Chippawa Power Canal,"Hydro Footbridge Dnstr Whirlpool Rd,Niagara Falls",43.14850551,-79.04593211,I,1983,1995,8,5
11000101102,Welland River                    0000010,"Bridge In Wellandport            0000020,",43.00472876,-79.48192361,I,1987,1995,6,3
11000101202,Welland River,"Welland River,  Church St,  West Lincoln,",43.02132544,-79.61770976,A,2014,2021,8,0
11000101302,Oswego Creek,"Oswego Creek,  Diltz Rd,  Ne Of Dunnville,",42.98062532,-79.5623277,A,2014,2021,8,0
12000000102,St Lawrence River,"At Bathing Area Cornwall,",45.01601439,-74.6999696,I,1964,1965,2,0
12000000202,St Lawrence River,"Galop Canal Village Of Cardinal,",44.78438001,-75.37477998,I,1965,1965,1,0
12000000302,St Lawrence River,"Opposite Mcaulleys Above Johnston,",44.74289139,-75.46544548,I,1965,1965,1,0
12000000402,St Lawrence River,"At Davis Hotel Dock Brockville,",44.58670001,-75.68402998,I,1964,1965,2,0
12000200102,Little Cataraqui Creek,"Highway 33,  Bath Road,  Kingston,",44.23838376,-76.5407871,I,1965,2016,11,41
12000200202,Little Cataraqui Creek,"At Highway 2,",44.25205989,-76.53475698,I,1966,1966,1,0
12000200302,Little Cataraqui Creek,"At King Street Bridge Kingston,",44.21977276,-76.54683935,I,1965,1967,3,0
12000200402,Little Cataraqui Creek,"Princess St,  Se Of Cataraqui,",44.25205989,-76.53475698,A,1966,2021,56,0
12000200502,Little Cataraqui Creek,"Culvert At Perth Rd,  2.5Km N. Of Hwy 401,",44.29127451,-76.50146735,I,1966,2014,42,7
12000200602,Little Cataraqui Creek,"Division Street,  Kingston,",44.29127451,-76.50146735,I,1970,1972,3,0
12000200702,Little Cataraqui Creek,"Dnstr.Of Lapans Lane Sewage Pumping Stn.,",44.26714489,-76.51440898,I,1970,1979,10,0
12000200802,Little Cataraqui Creek,"Ca Reservoir Outlet Dam,",44.27773751,-76.52382935,I,1980,2014,35,0
12000200902,Little Cataraqui Creek,"Service Rd In Conservation Area,",44.28919283,-76.50977822,A,2014,2021,8,0
12000201002,Little Cataraqui Creek,"West Branch,  Development Drive,",44.24082777,-76.5790854,A,2014,2021,8,0
12000400102,Cataraqui Creek,"Cnty Rd 2,  Lasalle Causeway,  Kingston,",44.23466151,-76.47446723,I,1964,2013,50,0
12000400183,Cataraqui River,"Highway 2 Kingston,",44.23466151,-76.47446723,I,1976,1978,3,0
12000400202,Cataraqui River,"Dam At Kingston Mills Rd,  Kingston Mills,",44.29378189,-76.4410441,A,1966,2021,56,0
12000400302,Cataraqui River,"At Bridge Below Brewers Mill,",44.41324814,-76.3116471,I,1966,1966,1,0
12000400402,Cataraqui River,"Jones Falls,",44.54485801,-76.23615673,I,1967,1979,13,0
12000400502,Cataraqui River,"At Bridge To Bell Island,  Kingston,",44.24939139,-76.47322148,I,1967,1979,13,0
12000400602,Cataraqui River,"Foot Of Elliot Ave,  Kingston,",44.25744089,-76.47894285,I,1967,1979,13,0
12000400702,Millburn Creek,"1.5 Miles South Of Battersea,",44.41326064,-76.37565973,I,1970,1979,10,0
12000400802,Cataraqui River,"Cataraqui Rvr,  Outlet Of Devil Lake, ,Bedford Mills",44.60431161,-76.40572864,A,2014,2021,8,0
12001700102,Gananoque River,"Trestle,  Canadian Steel,  Gananoque,",44.32849739,-76.16688548,A,1967,2021,55,0
12001700202,Gananoque River,"At Road Upstream From Lyndhurst Lake,",44.54612089,-76.12024373,A,1966,2021,14,42
12001700302,Gananoque River,"At Highway 2,",44.32713101,-76.16452198,I,1964,1967,4,0
12001700402,Gananoque River,"Cnty Rd 32,  3Km N.Of Hwy 401, Maple Grove,",44.36306201,-76.18951298,I,1970,2014,45,0
12002700102,Larue Mills Creek,"Thousand Island Parkway,  Larue Mills,",44.43318339,-75.8835371,A,1972,2021,16,34
12003100102,Lyn Creek,"Cnty Rd 2,  1Km W. Of Sherwood Springs,",44.52510401,-75.80519548,A,1986,2021,36,0
12003300102,Grants Creek Tributary,"Lyn Rd,  Cnty Rd 46,  W. Of Brockville,",44.57761089,-75.72888973,I,1986,2014,29,0
12003400102,Butlers Creek,"King St W,  Cnty Rd 2,  Brockville,",44.58559714,-75.69108773,A,1967,2021,55,0
12005300102,Nash Creek,"Highway 2,  East Of Morrisburg,",44.90701801,-75.16933935,I,1972,1979,7,1
12006000102,Hoople Creek,"Second Concession Road East Of Ingleside,",45.01432127,-74.95646585,I,1969,1979,9,2
12006000202,Hoople Creek,"At Third Concession East Of Long Sault,",45.01453252,-74.99771798,I,1969,1971,3,0
12007300102,Raisin River,"Highway 401,  Lancaster,",45.13267402,-74.50515785,I,1972,1979,7,1
12007300202,Raisin River,"Br.Between Williamstown And Lancaster,",45.13316814,-74.54202098,I,1976,1984,5,4
12007300302,Raisin River,"1St.Bend Downstream Williamstown, ,Off Cnty Rd 17",45.14449477,-74.5776826,A,1976,2021,45,1
12007300402,Raisin River,"At Cpr Bridge Upstream Of Williamstown,",45.14765839,-74.58917523,I,1976,1998,5,18
12007300602,Raisin River,"1.4 Miles Downstream From Martintown,",45.14417939,-74.69653598,I,1976,1979,4,0
12007300702,Raisin River,"At First Bridge Upstream Of Martintown,",45.14283902,-74.7297526,I,1976,1979,4,0
12007300802,Raisin River,"Black Bush Rd,  Dnstrm St. Andrews,",45.10992464,-74.7730631,A,1976,2021,45,1
12007300902,Raisin River,"At First Bridge Upstream Of St Andrews,",45.09046977,-74.83535548,I,1976,1979,4,0
12007301002,Raisin River,"At County Road No 18 East Of Lunenburg,",45.05934864,-74.94065698,I,1976,1993,18,0
12007301102,North Raisin River,"Cemetery Rd,  Upstrm Martintown,",45.15010677,-74.73578523,A,1976,2021,45,1
12007301202,North Raisin River,"At Bridge East Of Mcmillan Corners,",45.16798902,-74.84193723,I,1976,1979,4,0
12007301302,North Raisin River,"At Highway No 43 Monckland,",45.19946402,-74.8673536,I,1976,1984,5,4
12007301402,South Raisin River,"At Bridge In Glendale,",45.13464864,-74.57915123,I,1976,1979,4,0
12007301502,South Raisin River,"Cashions Rd,  S. Of Cashions Glen,",45.09994402,-74.67696085,A,1976,2021,45,1
12007301602,South Raisin River,"At Bridge On Mcconnel Ave (Cornwall),",45.05583702,-74.74177335,I,1976,1979,4,0
12007301702,South Raisin River,"At County Rd.No.15 Avondale Drive,",45.03734377,-74.86160398,I,1976,1979,4,0
12007700102,Sutherland Creek,"Highway 2,",45.18918814,-74.38354148,I,1972,1976,5,0
12007900102,Wood Creek,"Highway 2,",45.19497089,-74.36522398,I,1972,1976,5,0
12008000102,Beaudette River,"Conc 7,  Lancaster Twp,  W. Of Glen Nevis,",45.27319589,-74.49384723,I,1988,2011,23,1
12008000202,Beaudette River,"Near Apple Hill,",45.21336889,-74.73053848,I,1988,1993,6,0
12008000302,Beaudette River,"4Th Ln Road,  Lancaster Twp,E Of Glen Nevis",45.28216877,-74.44978663,A,2011,2021,11,0
12008600102,Delisle River,"Glen Robertson Rd,  Cnty Rd 10, ,Dwnstrm Alexandria",45.31764314,-74.60216635,A,1980,2021,41,1
12008600202,Delisle River,"Mccormick Rd,  Upstrm Alexandria Sewage,Lagoons",45.32856752,-74.61790498,A,1980,2021,41,1
12008600302,Garry River,"Cnr Trestle Alexandria,",45.31687502,-74.62654048,I,1980,2011,31,1
12008600402,Garry River,"Lochiel St.,  Upstrm Alexandria,",45.30295964,-74.63752123,A,1980,2021,41,1
12008600502,Delisle River,"Power Dam Road Bridge,",45.32536777,-74.6393151,I,1998,1998,1,0
12008600602,Garry River,"Catherine Street,  Alexandria,",45.30946777,-74.63621948,I,1997,1998,2,0
12008600702,Garry River,"Kenyon Dam,  Upstream Alexandria,",45.28644989,-74.65196798,I,1997,1998,2,0
12008600802,Garry River,"Lakeshore Drive Dam,",45.266868,-74.682834,I,1997,1998,2,0
12008600902,Garry River,"Fillions Landing,  Loch Garry Lake,",45.26307739,-74.70481848,I,1997,1998,2,0
12008601002,Garry River,"Girl Guide Camp,  Loch Garry Lake,",45.24729377,-74.7354961,I,1997,1998,2,0
12008601102,Garry River,"Garry River At Sandfield Ave,  Alexandria,",45.31270786,-74.6322657,A,2011,2021,11,0
13000000102,St. Marys River,"Entrance To St. Marys Canal,",46.50232327,-84.38802461,I,1968,1988,10,11
13000000202,St. Marys River,"At Algoma Steel Work,",46.51481939,-84.37642911,I,1968,1972,5,0
13000000302,St.Marys River,"At Huron Street Dam (Centre),",46.51422652,-84.34912661,I,1968,1995,25,3
13000000402,St. Marys River,"River Centre,  Ferry Dock,",46.50473402,-84.33581824,I,1968,1983,6,10
13000000502,St.Marys River,"At Bell'S Point Dock,",46.53754002,-84.21503999,I,1976,1987,12,0
13000000602,St.Marys River,"At Private Dock E.Of S.S.Marie Golf Club,",46.49680002,-84.27022999,I,1976,1994,18,1
13000000702,St.Marys River,"At Sault Ste Marie Civic Centre,",46.50678702,-84.33490261,I,1976,1995,19,1
13000000802,St Marys River,"At Hwy.No.2 Sault Ste.Marie Michigan Usa,",46.49598002,-84.38918999,I,1976,1995,19,1
13000000902,Stobie Creek,"At Hwy 17,",46.34193652,-83.88865424,I,1983,1985,3,0
13000001002,Little Carp River,"Leigh Bay At Second Line West,",46.53514864,-84.45800486,I,1983,1985,3,0
13000001102,St. Mary'S River,"1St. Buoy Upstream Of Bell'S Point,",46.53732002,-84.21505999,I,1985,1994,7,3
13000001202,St Mary'S River,"100' South Of Topsail Island,",46.49498664,-84.29809599,I,1986,1994,6,3
13000300102,Big Carp River,"At Herkimer Street Sault Ste Marie,",46.50622927,-84.44987174,A,1973,2021,33,16
13000700102,Bennett Creek,"Baseline Road,",46.52176514,-84.40929561,I,1973,1975,3,0
13000700202,West Davigon Creek,"Baseline Road,  Sault Ste Marie,",46.52239314,-84.38334349,I,1972,1976,3,2
13000700302,Bennett Creek,"At 2Nd.Line Rd.Sault Ste Marie,",46.53639652,-84.40632911,I,1982,1983,2,0
13000700402,West Davignon Creek,"At 2Nd.Line Rd.,",46.53668452,-84.39391061,I,1982,1983,2,0
13000800102,East Davignon Creek,"Near Mouth West Of Algoma Steel,",46.52216677,-84.38080749,A,1972,2021,38,12
13000800202,East Davignon Creek,"At 4Thline Rd,  Sault Ste Marie,",46.56610252,-84.37015761,I,1982,1983,2,0
13000900102,Fort Creek,"At Mouth,  Sault Ste Marie,",46.51487152,-84.34363561,I,1972,1995,23,1
13001000102,Clark Creek,"100 Meters Upstr.Of Queen St.,",46.49781414,-84.27902024,I,1986,1995,9,1
13001100102,Root River,"At Hwy.No.17 East Of Sault Ste Marie,",46.54620264,-84.21850599,A,1968,2021,45,9
13001100202,Root River,"At Hwy.No.17 North Of Sault Ste Marie,",46.57238489,-84.32113511,A,1972,2021,37,13
13001100302,Root River,"At 5Th Line,",46.58141564,-84.32477024,I,1986,1995,8,2
13001100402,Root River,"1Km.North Of 5Th Line Rd.,",46.58783627,-84.31190161,I,1986,1991,6,0
13001100502,Root River,"At Trout Lake Rd. 1 Mile S.Of Heydan,",46.62914602,-84.30559949,I,1986,1989,4,0
13001100602,West Br. Root River,"1/2 Km. N. Of Confluence With Root River,",46.58973752,-84.31454574,I,1986,1989,4,0
13001100702,Root River,"Off Hwy.556, 1 Mile From Hwy 17,",46.65530239,-84.29269099,I,1986,1989,4,0
13001100802,Cold Water Creek,"At 4Th Line,",46.56818127,-84.27958799,I,1986,1992,7,0
13001100902,Cannon Creek,"At Old Goulais Bay Rd.,",46.59161477,-84.34308461,I,1986,1989,4,0
13001101002,Coldwater Creek,"Landslide Rd,",46.56565402,-84.27771561,A,2007,2021,15,0
13001300102,Garden River,"Highway 17,  Garden River,",46.54297364,-84.15775549,I,1972,1992,16,5
13001900102,Desbarats River,"At Mouth,  1 Mile South Of Desbarats,",46.33566227,-83.92933724,I,1972,1973,2,0
13001900202,Desbarats River,"Highway 17,  Village Of Desbarats,",46.34440527,-83.92124799,I,1972,1992,10,11
13002000102,Stoby Creek,"At Highway 17,",46.34193452,-83.88865674,I,1973,1976,4,0
14000300102,Thessalon River,"At Mouth,  South Of Thessalon,",46.25218764,-83.56099699,I,1972,1992,14,7
14000300202,Thessalon River,"Highway 17,  Village Of Thessalon,",46.25706702,-83.55999674,I,1972,1978,7,0
14000300302,Bridgland River,"Below Little Rapids,",46.29655902,-83.56227899,I,1983,1985,3,0
14001200102,Mississagi River,"At Mississagi Chute,",46.19479402,-83.02953598,I,1968,1996,23,6
14001200202,Mississagi River,"Old Hwy.17 Village Of Iron Bridge,",46.27865364,-83.22401586,I,1972,1976,5,0
14001200302,Mississagi River,"Dean Lake Rd,  N. Of Dean Lake,",46.24432727,-83.15458799,I,1980,2005,24,2
14001200402,Mississagi River,"At Mouth,",46.17622739,-83.01799461,I,1981,1988,8,0
14001400102,Blind River,"At Mouth,  Town Of Blind River,",46.18307564,-82.95673561,I,1972,1973,2,0
14001400202,Blind River,"Hudson Street Bridge,  Blind River,",46.18737552,-82.95432298,I,1972,1976,5,0
14001400302,Blind River,"At Highway 17 Bridge Blind River,",46.18576102,-82.95580661,I,1973,1988,16,0
14001600102,Lauzon River,"Highway 17,  Town Of Algoma,",46.18878752,-82.80805173,I,1972,1976,5,0
14001600202,Lauzon River,"At Road 538 Algoma Mills,",46.18498852,-82.81067623,I,1973,1973,1,0
14001900102,Serpent River,"Hwy 17,  E. Of Hwy 108,",46.21116627,-82.51129198,I,1966,2005,31,9
14001900202,Depot Lake Outlet,"At Lake Depot  52 1,",46.33572064,-82.54001686,I,1966,1994,29,0
14001900302,Pecors Lake Outlet,"At Pecors Lake  38 1,",46.37415677,-82.43743948,I,1966,1994,29,0
14001900402,Pecors Lake Inlet,"At Pecors Lake  37 1,",46.39314364,-82.49732086,I,1970,1994,25,0
14001900509,Tailings Decent,"Overflow From Stanrock Tailings  32 1,",46.47150764,-82.55174723,I,1966,1972,7,0
14001900609,Crotch Lake Outlet,"At Crotch Lake  34 1,",46.41780252,-82.59028261,I,1966,1988,23,0
14001900709,Buckles Creek,"At Hwy.No 108 South Of Elliot Lake 40 1,",46.37392664,-82.59597948,I,1966,1988,23,0
14001900809,Decant Canal,"Decant Tailings Barium Treatment  40 2,",46.38184702,-82.57703486,I,1969,1972,4,0
14001900902,Sheriff Creek,"At Highway No 108 Elliot Lake  45 1,",46.40192402,-82.66305186,I,1966,1994,29,0
14001901002,Rochester Creek,"Near Inlet To Quirke Lake,",46.49914864,-82.52335748,I,1966,1994,23,6
14001901102,Serpent River,"Near Inlet To Quirke Lake,",46.51055127,-82.60905373,I,1966,1994,29,0
14001901209,Creek,"Near Road To Stanrock Townsite  32 2,",46.47141214,-82.55120823,I,1969,1984,16,0
14001901302,Bud Lake Creek,"At Highway No 108 Bud Lake  22 1,",46.50828152,-82.65024298,I,1966,1979,14,0
14001901402,Serpent River,"At Panel Mineside Road  24 1,",46.50333789,-82.64143211,I,1966,1994,29,0
14001901509,Creek To Bud Lake,"Bud Lake Dnstr. Of Barium Treatment 22-2,",46.50784002,-82.66312998,I,1967,1974,7,1
14001901609,Bud Lake Tailings,"At Bud Lake Tailings Area  25 3,",46.51090002,-82.66908998,I,1966,1985,5,15
14001901709,Stollery Lake,"Stollery Lake At Denison Dam  21 4,",46.48574002,-82.63509998,I,1969,1988,20,0
14001901809,Long Lake Outlet,"At Barium Treatment 20 1,",46.48104627,-82.63741423,I,1966,1979,14,0
14001901902,Dunlop Lake Outlet,"At Outlet Of Dunlop Lake  18 2,",46.48153802,-82.64804648,I,1966,1994,29,0
14001902002,Serpent River Trib.,"Moose Lake Outlet,",46.46241002,-82.51653998,I,1970,1985,14,2
14001902102,Gravel Pit Lake,"At Gravel Pit Lake Dam  22 6,",46.51087477,-82.68728173,I,1970,1983,8,6
14001902201,Quirke Tailings Control,"Pond A Outlet,",46.50116002,-82.68931998,I,1971,1983,13,0
14001902301,Pronto Effluent,"At Hwy.No.17 Near Pronto Mine Rd.60 1,",46.20196864,-82.69701486,I,1966,1987,21,1
14001902401,Bud Lake Tailings,"Upstream From Barium Treatment 22 5,",46.50446002,-82.67866998,I,1971,1979,9,0
14001902502,Serpent River Trib,"Panel Mine Treatment Plant Inflow P13,",46.51011714,-82.54241886,I,1982,1983,2,0
14001902609,Serpent River Trib,"Panel Mine Treatment Plant Outlet P14,",46.50547289,-82.53898948,I,1982,1988,7,0
14001902701,Elliot Lake,"At Elliot Lake Municipal Pumphouse  48 1,",46.38922977,-82.66361848,I,1972,1988,17,0
14001902802,Sheriff Creek,"Above Old Tailings Spill  Millekin Mine,",46.40475314,-82.62962398,I,1977,1979,3,0
14001902902,Seepage Canal,"Old Fresh Water Canal Upstr.Of Treatment,",46.37709939,-82.58964136,I,1972,1972,1,0
14001903001,Dunlop Lake,"Dunlop Lake In Bay A  18 1,",46.48420077,-82.65544248,I,1977,1992,16,0
14001903101,Quirke Lake,"South West Of Stanrock Mine 25 4,",46.46822164,-82.56949448,I,1977,1992,16,0
14001903201,Quirke Lake,"North East Of Can Met Mine 25 7,",46.48753714,-82.52687961,I,1977,1993,17,0
14001903301,Quirke Lake,"South East Corner 25 6,",46.47315239,-82.52745536,I,1977,1992,16,0
14001903401,Quirke Lake,"East Of Denison Mine 25 2,",46.49220439,-82.58712711,I,1966,1993,20,8
14001903501,Whiskey Lake,"South End Near Rum Point 29 4,",46.40596489,-82.35123798,I,1966,1993,19,9
14001903601,Mccabe Lake,"Centre Of Lake 35 1,",46.42209039,-82.56917598,I,1977,1993,17,0
14001903701,Camp Lake,"At South End 55 1,",46.23422314,-82.44113161,I,1977,1992,16,0
14001903801,Serpent Harbour,"Near Hospital Point 08 2,",46.19838739,-82.67853598,I,1977,1992,16,0
14001903901,Mccarthy Lake,"At West End 53 1,",46.32833489,-82.48435986,I,1977,1993,17,0
14001904001,Mccarthy Lake,"At South End 53 3,",46.30751089,-82.44838186,I,1977,1993,17,0
14001904101,Hough Lake,"Centre Of Lake,",46.40895002,-82.49228998,I,1977,1993,17,0
14001904202,Fresh Water Canal,"Before Nordic Treatment Plant N 17,",46.38161952,-82.58741773,I,1973,1979,7,0
14001904301,North Nordic Lake,"At Effluent Canal N 19,",46.37892314,-82.59067723,I,1973,1983,11,0
14001904401,Westner Lake,"At Ski Club Road N 15,",46.38296002,-82.62661873,I,1973,1994,22,0
14001904502,Williams Lake Creek,"At Denison Mine Access Road D 3,",46.49448177,-82.63536773,I,1973,1988,14,2
14001904609,Pronto Ditch,"Outlet Below Pronto Treatment Plant Pr 4,",46.20428002,-82.71162998,I,1974,1984,7,4
14001904702,Pronto Ditch,"At Feed To Pronto Treatment Plant Pr 2,",46.20493302,-82.70886886,I,1973,1981,7,2
14001904801,Crotch Lake,"Feed To Treatment Plant Near Crotch Lake,",46.41977702,-82.60806948,I,1973,1986,8,6
14001904902,Serpent River,"At Quirke Lake Outlet 26 1,",46.48703614,-82.48734036,I,1966,1992,22,5
14001905001,Bud Lake Tailings,"At Dam ""D"" Bud Lake Tailings,",46.50891139,-82.65969011,I,1976,1979,4,0
14001905101,Quirke Mine Tailings,"Treated Quirke Tailings Effluent,",46.50842002,-82.65402998,I,1976,1988,13,0
14001905202,Rochester Creek,"Strike Lake Outlet At No 3 Beaver Pond,",46.51473452,-82.52444886,I,1971,1977,6,1
14001905302,Rochester Creek,"Panel, Strike Lake Outlet P 2,",46.52065452,-82.53729236,I,1973,1978,6,0
14001905401,May Lake,"South End Of May Lake 33 3,",46.42484627,-82.47921298,I,1977,1993,17,0
14001905501,May Lake,"North End Of May Lake 33 1,",46.44654902,-82.49150886,I,1977,1993,17,0
14001905602,Panel Creek,"At Quirke Lake P11,",46.50272814,-82.55197098,I,1982,1984,3,0
14001905802,Serpent River,"Inlet To Whiskey L. From Kimdel L.29-1,",46.46851414,-82.42460461,I,1975,1975,1,0
14001906701,Esten Lake,"Central Part Of Esten Lake 49 1,",46.35264864,-82.69498648,I,1977,1992,16,0
14001906802,Nordic Lake,"At Buckles Creek,",46.36415377,-82.60547636,I,1966,1974,8,1
14001907002,Orient Lake Outlet,"At Lake Outlet,",46.45915327,-82.51864348,I,1981,1988,8,0
14001907102,Panel Mine Tailings Effluent,"At Tailings Treatment Effluent,",46.50124477,-82.53877348,I,1981,1985,5,0
14001907202,Gravel Pit Lake Outlet,"At New Outlet,",46.50733239,-82.68813848,I,1982,1990,9,0
14001907302,Evans Lake Outlet,"At New Diversion,",46.49386002,-82.66530998,I,1982,1990,9,0
14001907402,Esten Lake Outlet,"Outlet Of Esten Lake Diversion,",46.34388527,-82.61487811,I,1982,1990,9,0
14001907502,Westner Lake,"At Outflow,",46.38288327,-82.62628498,I,1987,1990,4,0
14002800102,Spanish River,"At Webbwood Bridge,",46.26459514,-81.87393036,I,1968,2001,26,8
14002800202,Spanish River,"Highway 17 East Of Hwys.17&6,",46.30137627,-81.67462473,I,1968,1991,19,5
14002800302,Junction Creek,"Fielding Rd,  Outlet Of Kelley Lake,E. Of Lively",46.42733327,-81.09777461,A,1968,2021,48,6
14002800402,Junction Creek,"Upstream From Kelly Lake,",46.45941002,-81.03802998,I,1968,1999,21,11
14002800502,Copper Cliff Creek,"At Ceasar Road Sudbury,",46.46812277,-81.03720786,I,1968,1996,25,4
14002800602,Vermilion River,"Dnstr.From Junction With Whitson River,",46.52530627,-81.28774798,I,1968,1982,12,3
14002800702,Whitson River,"Below Chelmsford Highway 544,",46.56682727,-81.21359261,I,1968,1968,1,0
14002800802,Whitson River,"At Bridge In Chelmsford,",46.58313239,-81.19916936,I,1968,1993,22,4
14002800902,Vermilion River,"Downstream From Cpr Yards,  Capreol,",46.70486127,-80.92702786,I,1968,1991,12,12
14002801002,Vermilion River,"At Foot Of Bass Lake Upstr.From Capreol,",46.71528652,-80.95038986,I,1968,1991,16,8
14002801102,Roberts River,"At Milnet - Shellwood Road,  Moose Mine,",46.84184164,-81.01754411,I,1968,1991,12,12
14002801202,Onaping River,"1 Miles Upstream From High Falls,",46.60479002,-81.38126998,A,1968,2021,43,11
14002801302,Onaping River,"Upstream From Levack Septic Tank,",46.64375089,-81.40021036,I,1968,1996,28,1
14002801402,Moose Creek,"Upstream From Levack,",46.64777452,-81.37269711,I,1968,1978,9,2
14002801502,Moose Creek,"At Moose Lake Outlet,",46.64495852,-81.35004736,I,1968,1988,19,2
14002801602,Junction Creek,"Upstream From City Of Sudbury,",46.52214114,-80.93568161,I,1968,1977,10,0
14002801702,Junction Creek,"Downstream From Carson Stp,",46.54517952,-80.90202361,I,1969,1991,13,10
14002801802,Moose Creek,"Downstream Of Levack,",46.63536002,-81.39227973,I,1969,1996,27,1
14002801902,Gough Creek,"At First Road Above Cpr Off Highway 17,",46.26508039,-81.90346698,I,1969,1971,3,0
14002802002,Spanish River,"At High Falls,",46.38054939,-81.57353011,I,1970,1993,23,1
14002802102,Ministic Creek,"At First Bridge On Agnew Road,",46.40067714,-81.53577311,I,1970,1993,21,3
14002802202,Ministic Creek,"Above Agnew Lake Mine Pumphouse,",46.42959227,-81.59979036,I,1970,1980,9,2
14002802302,John Creek,"Below Ditch From Agnew Lake Mine,",46.42177727,-81.64802761,I,1970,1993,9,15
14002802402,John Creek,"Above Ditch From Agnew Lake Mine,",46.42560127,-81.65335598,I,1970,1979,7,3
14002802502,Mill Ditch,"At Open Ditch Below Mine Outfall,",46.43047527,-81.63413573,I,1970,1980,8,3
14002802602,Onapine River,"Windy Creek Dnstr Hwy 144,",46.60601552,-81.38324523,I,1983,1996,13,1
14002802702,Vermilion River,"Highway 17 2 Miles East Of Whitefish,",46.39025777,-81.27914823,I,1970,1996,18,9
14002802802,Whitson River,"Cnty Rd 15 (Main St) West Of Val Caron,",46.60999802,-81.03282385,A,1970,2021,28,24
14002802902,Meatbird Creek,"At Old Highway No 17 Lively,",46.41823514,-81.14787098,I,1970,1976,6,1
14002803002,Whitson River,"Stobie Dam Dr,  At Bridge In Bradley,",46.53756177,-81.26590261,A,1972,2021,24,26
14002803102,Onaping River,"At Morgan Rd,",46.60329739,-81.30826661,I,1983,1986,4,0
14002803202,Roberts Creek,"Upstr From Nat.Steel Pumphouse Sellwood,",46.85243164,-81.03498586,I,1972,1979,7,1
