STATION,DATE_YYYYMMDD,TIME_HH:MM,PARM_DESCRIPTION,UNITS,RESULT,PARM
6007601702,2014-08-27,14:52,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.005,NNHTUR
6007601702,2014-08-27,14:52,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,51.3,NAUT
6007601702,2014-08-27,14:52,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,22.1,MGUT
6007601702,2014-08-27,14:52,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.37,KKUT
6007600602,2014-08-27,8:31,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,202.0,CLIDUR
6007600602,2014-08-27,8:31,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,69.6,CAUT
6007600602,2014-08-27,8:31,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.43,KKUT
6007600602,2014-08-27,8:31,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.619,NNOTUR
6007600602,2014-08-27,8:31,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.066,NNHTUR
6007600602,2014-08-27,8:31,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,124.0,NAUT
6007600602,2014-08-27,8:31,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.7,MGUT
6007602302,2014-08-27,8:55,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,213.0,CLIDUR
6007602302,2014-08-27,8:55,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,78.5,CAUT
6007602302,2014-08-27,8:55,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.85,KKUT
6007602302,2014-08-27,8:55,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.5,MGUT
6007602302,2014-08-27,8:55,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.765,NNOTUR
6007602302,2014-08-27,8:55,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.055,NNHTUR
6007602302,2014-08-27,8:55,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,127.0,NAUT
6007605002,2014-08-27,8:58,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,117.0,CLIDUR
6007605002,2014-08-27,8:58,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.11,KKUT
6007605002,2014-08-27,8:58,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,67.4,CAUT
6007605002,2014-08-27,8:58,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.6,MGUT
6007605002,2014-08-27,8:58,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,66.1,NAUT
6007605002,2014-08-27,8:58,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.006,NNHTUR
6007605002,2014-08-27,8:58,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.14,NNOTUR
6007601802,2014-08-27,9:49,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.03,KKUT
6007601802,2014-08-27,9:49,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,57.0,NAUT
6007601802,2014-08-27,9:49,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,72.5,CAUT
6007601802,2014-08-27,9:49,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,101.0,CLIDUR
6007601802,2014-08-27,9:49,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.3,MGUT
6007601802,2014-08-27,9:49,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.775,NNOTUR
6007601802,2014-08-27,9:49,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.009,NNHTUR
6007601002,2014-09-24,10:08,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,64.7,CLIDUR
6007601002,2014-09-24,10:08,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,75.5,CAUT
6007601002,2014-09-24,10:08,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.74,KKUT
6007601002,2014-09-24,10:08,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.3,MGUT
6007601002,2014-09-24,10:08,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.785,NNOTUR
6007601002,2014-09-24,10:08,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.005,NNHTUR
6007601002,2014-09-24,10:08,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,34.9,NAUT
6007600302,2014-09-24,13:14,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.5,NNOTUR
6007600302,2014-09-24,13:14,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.005,NNHTUR
6007600302,2014-09-24,13:14,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.24,KKUT
6007600302,2014-09-24,13:14,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.1,MGUT
6007600302,2014-09-24,13:14,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,43.2,NAUT
6007600302,2014-09-24,13:14,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,76.2,CAUT
6007600302,2014-09-24,13:14,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,78.3,CLIDUR
6007601702,2014-09-24,14:12,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,74.3,CLIDUR
6007601702,2014-09-24,14:12,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,74.6,CAUT
6007601702,2014-09-24,14:12,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.005,NNHTUR
6007601702,2014-09-24,14:12,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,40.2,NAUT
6007601702,2014-09-24,14:12,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.7,MGUT
6007601702,2014-09-24,14:12,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.15,KKUT
6007601702,2014-09-24,14:12,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.946,NNOTUR
6007600602,2014-09-24,8:07,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,80.4,CAUT
6007600602,2014-09-24,8:07,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,222.0,CLIDUR
6007600602,2014-09-24,8:07,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.827,NNOTUR
6007600602,2014-09-24,8:07,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.046,NNHTUR
6007600602,2014-09-24,8:07,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,133.0,NAUT
6007600602,2014-09-24,8:07,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.3,MGUT
6007600602,2014-09-24,8:07,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.6,KKUT
6007602302,2014-09-24,8:43,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,210.0,CLIDUR
6007602302,2014-09-24,8:43,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,86.5,CAUT
6007602302,2014-09-24,8:43,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.01,NNOTUR
6007602302,2014-09-24,8:43,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.057,NNHTUR
6007602302,2014-09-24,8:43,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,126.0,NAUT
6007602302,2014-09-24,8:43,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,22.0,MGUT
6007602302,2014-09-24,8:43,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.63,KKUT
6007605002,2014-09-24,9:12,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,73.5,CAUT
6007605002,2014-09-24,9:12,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,95.0,CLIDUR
6007605002,2014-09-24,9:12,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.83,KKUT
6007605002,2014-09-24,9:12,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.2,MGUT
6007605002,2014-09-24,9:12,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,54.5,NAUT
6007605002,2014-09-24,9:12,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.008,NNHTUR
6007605002,2014-09-24,9:12,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.47,NNOTUR
6007601802,2014-09-24,9:21,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.013,NNHTUR
6007601802,2014-09-24,9:21,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,58.3,NAUT
6007601802,2014-09-24,9:21,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.5,MGUT
6007601802,2014-09-24,9:21,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.13,KKUT
6007601802,2014-09-24,9:21,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.808,NNOTUR
6007601802,2014-09-24,9:21,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,74.2,CAUT
6007601802,2014-09-24,9:21,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,106.0,CLIDUR
6007601002,2014-10-29,10:30,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,68.8,CLIDUR
6007601002,2014-10-29,10:30,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,81.3,CAUT
6007601002,2014-10-29,10:30,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.02,NNOTUR
6007601002,2014-10-29,10:30,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.023,NNHTUR
6007601002,2014-10-29,10:30,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,36.3,NAUT
6007601002,2014-10-29,10:30,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.0,MGUT
6007601002,2014-10-29,10:30,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.83,KKUT
6007600302,2014-10-29,12:40,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,49.6,NAUT
6007600302,2014-10-29,12:40,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.024,NNHTUR
6007600302,2014-10-29,12:40,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.59,KKUT
6007600302,2014-10-29,12:40,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.6,MGUT
6007600302,2014-10-29,12:40,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.14,NNOTUR
6007600302,2014-10-29,12:40,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,89.0,CLIDUR
6007600302,2014-10-29,12:40,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,83.1,CAUT
6007601702,2014-10-29,13:35,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,89.4,CLIDUR
6007601702,2014-10-29,13:35,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,83.2,CAUT
6007601702,2014-10-29,13:35,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.69,NNOTUR
6007601702,2014-10-29,13:35,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.03,NNHTUR
6007601702,2014-10-29,13:35,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,48.3,NAUT
6007601702,2014-10-29,13:35,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.4,MGUT
6007601702,2014-10-29,13:35,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.43,KKUT
6007600602,2014-10-29,8:24,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,226.0,CLIDUR
6007600602,2014-10-29,8:24,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,84.6,CAUT
6007600602,2014-10-29,8:24,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.23,KKUT
6007600602,2014-10-29,8:24,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.982,NNOTUR
6007600602,2014-10-29,8:24,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.094,NNHTUR
6007600602,2014-10-29,8:24,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,131.0,NAUT
6007600602,2014-10-29,8:24,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.8,MGUT
6007602302,2014-10-29,8:45,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.079,NNHTUR
6007602302,2014-10-29,8:45,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,116.0,NAUT
6007602302,2014-10-29,8:45,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.5,MGUT
6007602302,2014-10-29,8:45,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.89,KKUT
6007602302,2014-10-29,8:45,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,89.0,CAUT
6007602302,2014-10-29,8:45,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,205.0,CLIDUR
6007602302,2014-10-29,8:45,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.1,NNOTUR
6007605002,2014-10-29,9:25,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,80.4,CAUT
6007605002,2014-10-29,9:25,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,119.0,CLIDUR
6007605002,2014-10-29,9:25,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.39,KKUT
6007605002,2014-10-29,9:25,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.1,MGUT
6007605002,2014-10-29,9:25,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,66.7,NAUT
6007605002,2014-10-29,9:25,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.032,NNHTUR
6007605002,2014-10-29,9:25,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.59,NNOTUR
6007601802,2014-10-29,9:30,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.08,NNOTUR
6007601802,2014-10-29,9:30,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.03,NNHTUR
6007601802,2014-10-29,9:30,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,58.0,NAUT
6007601802,2014-10-29,9:30,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.0,MGUT
6007601802,2014-10-29,9:30,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.33,KKUT
6007601802,2014-10-29,9:30,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,107.0,CLIDUR
6007601802,2014-10-29,9:30,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,81.6,CAUT
6007601002,2014-11-26,10:10,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.24,KKUT
6007601002,2014-11-26,10:10,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,52.4,CLIDUR
6007601002,2014-11-26,10:10,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,72.7,CAUT
6007601002,2014-11-26,10:10,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.5,MGUT
6007601002,2014-11-26,10:10,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.835,NNOTUR
6007601002,2014-11-26,10:10,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.04,NNHTUR
6007601002,2014-11-26,10:10,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,29.2,NAUT
6007605002,2014-11-26,10:10,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,52.6,NAUT
6007605002,2014-11-26,10:10,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.031,NNHTUR
6007605002,2014-11-26,10:10,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.35,NNOTUR
6007605002,2014-11-26,10:10,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.5,MGUT
6007605002,2014-11-26,10:10,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.47,KKUT
6007605002,2014-11-26,10:10,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,73.7,CAUT
6007605002,2014-11-26,10:10,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,93.8,CLIDUR
6007600302,2014-11-26,12:19,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,74.2,CAUT
6007600302,2014-11-26,12:19,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.74,KKUT
6007600302,2014-11-26,12:19,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,16.3,MGUT
6007600302,2014-11-26,12:19,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,31.7,NAUT
6007600302,2014-11-26,12:19,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.023,NNHTUR
6007600302,2014-11-26,12:19,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.15,NNOTUR
6007600302,2014-11-26,12:19,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,55.4,CLIDUR
6007601702,2014-11-26,13:03,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.12,NNOTUR
6007601702,2014-11-26,13:03,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,74.3,CAUT
6007601702,2014-11-26,13:03,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,61.2,CLIDUR
6007601702,2014-11-26,13:03,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.91,KKUT
6007601702,2014-11-26,13:03,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,16.0,MGUT
6007601702,2014-11-26,13:03,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,33.4,NAUT
6007601702,2014-11-26,13:03,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.027,NNHTUR
6007600602,2014-11-26,8:18,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.6,NNOTUR
6007600602,2014-11-26,8:18,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.084,NNHTUR
6007600602,2014-11-26,8:18,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,147.0,NAUT
6007600602,2014-11-26,8:18,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.4,MGUT
6007600602,2014-11-26,8:18,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.43,KKUT
6007600602,2014-11-26,8:18,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,233.0,CLIDUR
6007600602,2014-11-26,8:18,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,88.4,CAUT
6007602302,2014-11-26,8:38,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,107.0,NAUT
6007602302,2014-11-26,8:38,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.3,MGUT
6007602302,2014-11-26,8:38,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.21,KKUT
6007602302,2014-11-26,8:38,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.074,NNHTUR
6007602302,2014-11-26,8:38,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,188.0,CLIDUR
6007602302,2014-11-26,8:38,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.46,NNOTUR
6007602302,2014-11-26,8:38,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,85.1,CAUT
6007601802,2014-11-26,9:19,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,80.4,CLIDUR
6007601802,2014-11-26,9:19,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,75.6,CAUT
6007601802,2014-11-26,9:19,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.15,NNOTUR
6007601802,2014-11-26,9:19,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.064,NNHTUR
6007601802,2014-11-26,9:19,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,44.4,NAUT
6007601802,2014-11-26,9:19,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,16.6,MGUT
6007601802,2014-11-26,9:19,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.8,KKUT
6007600302,2015-01-29,12:20,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,98.8,CAUT
6007600302,2015-01-29,12:20,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,108.0,CLIDUR
6007600302,2015-01-29,12:20,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.49,KKUT
6007600302,2015-01-29,12:20,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,23.5,MGUT
6007600302,2015-01-29,12:20,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,58.7,NAUT
6007600302,2015-01-29,12:20,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.05,NNHTUR
6007600302,2015-01-29,12:20,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,3.19,NNOTUR
6007600602,2015-01-29,8:15,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,102.0,CAUT
6007600602,2015-01-29,8:15,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,261.0,CLIDUR
6007600602,2015-01-29,8:15,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.18,NNOTUR
6007600602,2015-01-29,8:15,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.109,NNHTUR
6007600602,2015-01-29,8:15,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,169.0,NAUT
6007600602,2015-01-29,8:15,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,24.6,MGUT
6007600602,2015-01-29,8:15,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,5.02,KKUT
6007602302,2015-01-29,8:30,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.091,NNHTUR
6007602302,2015-01-29,8:30,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,155.0,NAUT
6007602302,2015-01-29,8:30,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,23.8,MGUT
6007602302,2015-01-29,8:30,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.96,KKUT
6007602302,2015-01-29,8:30,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.43,NNOTUR
6007602302,2015-01-29,8:30,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,261.0,CLIDUR
6007602302,2015-01-29,8:30,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,97.5,CAUT
6007601802,2015-01-29,9:15,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,92.1,CAUT
6007601802,2015-01-29,9:15,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,128.0,CLIDUR
6007601802,2015-01-29,9:15,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.05,NNOTUR
6007601802,2015-01-29,9:15,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.062,NNHTUR
6007601802,2015-01-29,9:15,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,67.2,NAUT
6007601802,2015-01-29,9:15,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.2,MGUT
6007601802,2015-01-29,9:15,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.52,KKUT
6007600602,2015-02-25,0:00,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.715,NNHTUR
6007600602,2015-02-25,0:00,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,144.0,NAUT
6007600602,2015-02-25,0:00,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,24.0,MGUT
6007600602,2015-02-25,0:00,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.86,KKUT
6007600602,2015-02-25,0:00,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,265.0,CLIDUR
6007600602,2015-02-25,0:00,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,94.8,CAUT
6007600602,2015-02-25,0:00,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.03,NNOTUR
6007600302,2015-02-25,13:39,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.34,KKUT
6007600302,2015-02-25,13:39,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.8,MGUT
6007600302,2015-02-25,13:39,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,56.8,NAUT
6007600302,2015-02-25,13:39,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.076,NNHTUR
6007600302,2015-02-25,13:39,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.94,NNOTUR
6007600302,2015-02-25,13:39,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,90.1,CAUT
6007600302,2015-02-25,13:39,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,112.0,CLIDUR
6007602302,2015-02-25,9:03,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,5.22,KKUT
6007602302,2015-02-25,9:03,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,275.0,CLIDUR
6007602302,2015-02-25,9:03,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,93.4,CAUT
